agents,private_accuracy,shared_accuracy,private_dominant,public_dominant,contrarian,discovery,action_quality,expected_distinct_actions,weak_equilibrium,strict_equilibrium,planner_optimal
3,5/6,5/6,3,0,0,215/216,5/6,419/288,True,False,True
4,1/3,1/3,0,0,4,65/81,1/3,65/27,True,False,True
4,1/3,1/3,0,1,3,65/81,1/3,65/27,True,False,True
4,1/3,1/3,0,2,2,19/27,1/3,19/9,False,False,False
4,1/3,1/3,0,3,1,5/9,1/3,5/3,False,False,False
4,1/3,1/3,0,4,0,1/3,1/3,1,False,False,False
4,1/3,1/3,1,0,3,65/81,1/3,65/27,True,False,True
4,1/3,1/3,1,1,2,65/81,1/3,65/27,True,False,True
4,1/3,1/3,1,2,1,19/27,1/3,19/9,False,False,False
4,1/3,1/3,1,3,0,5/9,1/3,5/3,False,False,False
4,1/3,1/3,2,0,2,65/81,1/3,65/27,True,False,True
4,1/3,1/3,2,1,1,65/81,1/3,65/27,True,False,True
4,1/3,1/3,2,2,0,19/27,1/3,19/9,False,False,False
4,1/3,1/3,3,0,1,65/81,1/3,65/27,True,False,True
4,1/3,1/3,3,1,0,65/81,1/3,65/27,True,False,True
4,1/3,1/3,4,0,0,65/81,1/3,65/27,True,False,True
4,1/3,1/2,0,0,4,65/81,1/3,65/27,False,False,False
4,1/3,1/2,0,1,3,23/27,3/8,65/27,False,False,True
4,1/3,1/2,0,2,2,7/9,5/12,19/9,True,False,False
4,1/3,1/2,0,3,1,2/3,11/24,5/3,False,False,False
4,1/3,1/2,0,4,0,1/2,1/2,1,False,False,False
4,1/3,1/2,1,0,3,65/81,1/3,65/27,False,False,False
4,1/3,1/2,1,1,2,23/27,3/8,65/27,False,False,True
4,1/3,1/2,1,2,1,7/9,5/12,19/9,True,False,False
4,1/3,1/2,1,3,0,2/3,11/24,5/3,False,False,False
4,1/3,1/2,2,0,2,65/81,1/3,65/27,False,False,False
4,1/3,1/2,2,1,1,23/27,3/8,65/27,False,False,True
4,1/3,1/2,2,2,0,7/9,5/12,19/9,True,False,False
4,1/3,1/2,3,0,1,65/81,1/3,65/27,False,False,False
4,1/3,1/2,3,1,0,23/27,3/8,65/27,False,False,True
4,1/3,1/2,4,0,0,65/81,1/3,65/27,False,False,False
4,1/3,2/3,0,0,4,65/81,1/3,65/27,False,False,False
4,1/3,2/3,0,1,3,73/81,5/12,65/27,False,False,True
4,1/3,2/3,0,2,2,23/27,1/2,19/9,False,False,False
4,1/3,2/3,0,3,1,7/9,7/12,5/3,True,False,False
4,1/3,2/3,0,4,0,2/3,2/3,1,True,False,False
4,1/3,2/3,1,0,3,65/81,1/3,65/27,False,False,False
4,1/3,2/3,1,1,2,73/81,5/12,65/27,False,False,True
4,1/3,2/3,1,2,1,23/27,1/2,19/9,False,False,False
4,1/3,2/3,1,3,0,7/9,7/12,5/3,True,False,False
4,1/3,2/3,2,0,2,65/81,1/3,65/27,False,False,False
4,1/3,2/3,2,1,1,73/81,5/12,65/27,False,False,True
4,1/3,2/3,2,2,0,23/27,1/2,19/9,False,False,False
4,1/3,2/3,3,0,1,65/81,1/3,65/27,False,False,False
4,1/3,2/3,3,1,0,73/81,5/12,65/27,False,False,True
4,1/3,2/3,4,0,0,65/81,1/3,65/27,False,False,False
4,1/3,3/4,0,0,4,65/81,1/3,65/27,False,False,False
4,1/3,3/4,0,1,3,25/27,7/16,65/27,False,False,True
4,1/3,3/4,0,2,2,8/9,13/24,19/9,False,False,False
4,1/3,3/4,0,3,1,5/6,31/48,5/3,False,False,False
4,1/3,3/4,0,4,0,3/4,3/4,1,True,True,False
4,1/3,3/4,1,0,3,65/81,1/3,65/27,False,False,False
4,1/3,3/4,1,1,2,25/27,7/16,65/27,False,False,True
4,1/3,3/4,1,2,1,8/9,13/24,19/9,False,False,False
4,1/3,3/4,1,3,0,5/6,31/48,5/3,False,False,False
4,1/3,3/4,2,0,2,65/81,1/3,65/27,False,False,False
4,1/3,3/4,2,1,1,25/27,7/16,65/27,False,False,True
4,1/3,3/4,2,2,0,8/9,13/24,19/9,False,False,False
4,1/3,3/4,3,0,1,65/81,1/3,65/27,False,False,False
4,1/3,3/4,3,1,0,25/27,7/16,65/27,False,False,True
4,1/3,3/4,4,0,0,65/81,1/3,65/27,False,False,False
4,1/3,5/6,0,0,4,65/81,1/3,65/27,False,False,False
4,1/3,5/6,0,1,3,77/81,11/24,65/27,False,False,True
4,1/3,5/6,0,2,2,25/27,7/12,19/9,False,False,False
4,1/3,5/6,0,3,1,8/9,17/24,5/3,False,False,False
4,1/3,5/6,0,4,0,5/6,5/6,1,True,True,False
4,1/3,5/6,1,0,3,65/81,1/3,65/27,False,False,False
4,1/3,5/6,1,1,2,77/81,11/24,65/27,False,False,True
4,1/3,5/6,1,2,1,25/27,7/12,19/9,False,False,False
4,1/3,5/6,1,3,0,8/9,17/24,5/3,False,False,False
4,1/3,5/6,2,0,2,65/81,1/3,65/27,False,False,False
4,1/3,5/6,2,1,1,77/81,11/24,65/27,False,False,True
4,1/3,5/6,2,2,0,25/27,7/12,19/9,False,False,False
4,1/3,5/6,3,0,1,65/81,1/3,65/27,False,False,False
4,1/3,5/6,3,1,0,77/81,11/24,65/27,False,False,True
4,1/3,5/6,4,0,0,65/81,1/3,65/27,False,False,False
4,1/2,1/3,0,0,4,295/384,1/3,295/128,False,False,False
4,1/2,1/3,0,1,3,23/32,1/3,113/48,False,False,False
4,1/2,1/3,0,2,2,5/8,1/3,25/12,False,False,False
4,1/2,1/3,0,3,1,1/2,1/3,5/3,False,False,False
4,1/2,1/3,0,4,0,1/3,1/3,1,False,False,False
4,1/2,1/3,1,0,3,161/192,3/8,113/48,False,False,False
4,1/2,1/3,1,1,2,13/16,3/8,77/32,False,False,False
4,1/2,1/3,1,2,1,3/4,3/8,17/8,False,False,False
4,1/2,1/3,1,3,0,2/3,3/8,5/3,False,False,False
4,1/2,1/3,2,0,2,85/96,5/12,455/192,False,False,False
4,1/2,1/3,2,1,1,7/8,5/12,77/32,False,False,False
4,1/2,1/3,2,2,0,5/6,5/12,25/12,False,False,False
4,1/2,1/3,3,0,1,11/12,11/24,113/48,False,False,False
4,1/2,1/3,3,1,0,11/12,11/24,113/48,False,False,False
4,1/2,1/3,4,0,0,15/16,1/2,295/128,True,True,True
4,1/2,1/2,0,0,4,415/512,3/8,295/128,False,False,False
4,1/2,1/2,0,1,3,101/128,13/32,295/128,False,False,False
4,1/2,1/2,0,2,2,23/32,7/16,65/32,False,False,False
4,1/2,1/2,0,3,1,5/8,15/32,13/8,False,False,False
4,1/2,1/2,0,4,0,1/2,1/2,1,False,False,False
4,1/2,1/2,1,0,3,221/256,13/32,1199/512,False,False,False
4,1/2,1/2,1,1,2,55/64,7/16,75/32,False,False,False
4,1/2,1/2,1,2,1,13/16,15/32,33/16,False,False,False
4,1/2,1/2,1,3,0,3/4,1/2,13/8,False,False,False
4,1/2,1/2,2,0,2,115/128,7/16,1205/512,False,False,False
4,1/2,1/2,2,1,1,29/32,15/32,75/32,False,False,False
4,1/2,1/2,2,2,0,7/8,1/2,65/32,False,False,False
4,1/2,1/2,3,0,1,59/64,15/32,1199/512,False,False,False
4,1/2,1/2,3,1,0,15/16,1/2,295/128,True,False,True
4,1/2,1/2,4,0,0,15/16,1/2,295/128,True,False,True
4,1/2,2/3,0,0,4,655/768,5/12,295/128,False,False,False
4,1/2,2/3,0,1,3,55/64,23/48,433/192,False,False,False
4,1/2,2/3,0,2,2,13/16,13/24,95/48,False,False,False
4,1/2,2/3,0,3,1,3/4,29/48,19/12,False,False,False
4,1/2,2/3,0,4,0,2/3,2/3,1,False,False,False
4,1/2,2/3,1,0,3,341/384,7/16,1789/768,False,False,False
4,1/2,2/3,1,1,2,29/32,1/2,73/32,False,False,False
4,1/2,2/3,1,2,1,7/8,9/16,2,False,False,False
4,1/2,2/3,1,3,0,5/6,5/8,19/12,False,False,False
4,1/2,2/3,2,0,2,175/192,11/24,1795/768,False,False,False
4,1/2,2/3,2,1,1,15/16,25/48,73/32,False,False,False
4,1/2,2/3,2,2,0,11/12,7/12,95/48,True,True,False
4,1/2,2/3,3,0,1,89/96,23/48,1789/768,False,False,False
4,1/2,2/3,3,1,0,23/24,13/24,433/192,False,False,True
4,1/2,2/3,4,0,0,15/16,1/2,295/128,False,False,False
4,1/2,3/4,0,0,4,895/1024,7/16,295/128,False,False,False
4,1/2,3/4,0,1,3,229/256,33/64,571/256,False,False,False
4,1/2,3/4,0,2,2,55/64,19/32,125/64,False,False,False
4,1/2,3/4,0,3,1,13/16,43/64,25/16,False,False,False
4,1/2,3/4,0,4,0,3/4,3/4,1,False,False,False
4,1/2,3/4,1,0,3,461/512,29/64,2379/1024,False,False,False
4,1/2,3/4,1,1,2,119/128,17/32,9/4,False,False,False
4,1/2,3/4,1,2,1,29/32,39/64,63/32,False,False,False
4,1/2,3/4,1,3,0,7/8,11/16,25/16,True,True,False
4,1/2,3/4,2,0,2,235/256,15/32,2385/1024,False,False,False
4,1/2,3/4,2,1,1,61/64,35/64,9/4,False,False,False
4,1/2,3/4,2,2,0,15/16,5/8,125/64,False,False,False
4,1/2,3/4,3,0,1,119/128,31/64,2379/1024,False,False,False
4,1/2,3/4,3,1,0,31/32,9/16,571/256,False,False,True
4,1/2,3/4,4,0,0,15/16,1/2,295/128,False,False,False
4,1/2,5/6,0,0,4,1375/1536,11/24,295/128,False,False,False
4,1/2,5/6,0,1,3,119/128,53/96,847/384,False,False,False
4,1/2,5/6,0,2,2,29/32,31/48,185/96,False,False,False
4,1/2,5/6,0,3,1,7/8,71/96,37/24,False,False,False
4,1/2,5/6,0,4,0,5/6,5/6,1,True,True,False
4,1/2,5/6,1,0,3,701/768,15/32,3559/1536,False,False,False
4,1/2,5/6,1,1,2,61/64,9/16,71/32,False,False,False
4,1/2,5/6,1,2,1,15/16,21/32,31/16,False,False,False
4,1/2,5/6,1,3,0,11/12,3/4,37/24,False,False,False
4,1/2,5/6,2,0,2,355/384,23/48,3565/1536,False,False,False
4,1/2,5/6,2,1,1,31/32,55/96,71/32,False,False,False
4,1/2,5/6,2,2,0,23/24,2/3,185/96,False,False,False
4,1/2,5/6,3,0,1,179/192,47/96,3559/1536,False,False,False
4,1/2,5/6,3,1,0,47/48,7/12,847/384,False,False,True
4,1/2,5/6,4,0,0,15/16,1/2,295/128,False,False,False
4,2/3,1/3,0,0,4,437/648,1/3,437/216,False,False,False
4,2/3,1/3,0,1,3,199/324,1/3,119/54,False,False,False
4,2/3,1/3,0,2,2,29/54,1/3,2,False,False,False
4,2/3,1/3,0,3,1,4/9,1/3,5/3,False,False,False
4,2/3,1/3,0,4,0,1/3,1/3,1,False,False,False
4,2/3,1/3,1,0,3,281/324,5/12,119/54,False,False,False
4,2/3,1/3,1,1,2,137/162,5/12,259/108,False,False,False
4,2/3,1/3,1,2,1,22/27,5/12,13/6,False,False,False
4,2/3,1/3,1,3,0,7/9,5/12,5/3,False,False,False
4,2/3,1/3,2,0,2,17/18,1/2,9/4,False,False,False
4,2/3,1/3,2,1,1,76/81,1/2,259/108,False,False,False
4,2/3,1/3,2,2,0,25/27,1/2,2,False,False,False
4,2/3,1/3,3,0,1,79/81,7/12,119/54,False,False,False
4,2/3,1/3,3,1,0,79/81,7/12,119/54,False,False,False
4,2/3,1/3,4,0,0,80/81,2/3,437/216,True,True,True
4,2/3,1/2,0,0,4,1951/2592,5/12,437/216,False,False,False
4,2/3,1/2,0,1,3,307/432,7/16,913/432,False,False,False
4,2/3,1/2,0,2,2,47/72,11/24,137/72,False,False,False
4,2/3,1/2,0,3,1,7/12,23/48,19/12,False,False,False
4,2/3,1/2,0,4,0,1/2,1/2,1,False,False,False
4,2/3,1/2,1,0,3,1163/1296,23/48,1865/864,False,False,False
4,2/3,1/2,1,1,2,191/216,1/2,61/27,False,False,False
4,2/3,1/2,1,2,1,31/36,25/48,73/36,False,False,False
4,2/3,1/2,1,3,0,5/6,13/24,19/12,False,False,False
4,2/3,1/2,2,0,2,619/648,13/24,1895/864,False,False,False
4,2/3,1/2,2,1,1,103/108,9/16,61/27,False,False,False
4,2/3,1/2,2,2,0,17/18,7/12,137/72,False,False,False
4,2/3,1/2,3,0,1,317/324,29/48,1865/864,False,False,False
4,2/3,1/2,3,1,0,53/54,5/8,913/432,False,False,False
4,2/3,1/2,4,0,0,80/81,2/3,437/216,True,True,True
4,2/3,2/3,0,0,4,359/432,1/2,437/216,False,False,False
4,2/3,2/3,0,1,3,523/648,13/24,437/216,False,False,False
4,2/3,2/3,0,2,2,83/108,7/12,65/36,False,False,False
4,2/3,2/3,0,3,1,13/18,5/8,3/2,False,False,False
4,2/3,2/3,0,4,0,2/3,2/3,1,False,False,False
4,2/3,2/3,1,0,3,601/648,13/24,913/432,False,False,False
4,2/3,2/3,1,1,2,299/324,7/12,229/108,False,False,False
4,2/3,2/3,1,2,1,49/54,5/8,17/9,False,False,False
4,2/3,2/3,1,3,0,8/9,2/3,3/2,False,False,False
4,2/3,2/3,2,0,2,313/324,7/12,923/432,False,False,False
4,2/3,2/3,2,1,1,157/162,5/8,229/108,False,False,False
4,2/3,2/3,2,2,0,26/27,2/3,65/36,False,False,False
4,2/3,2/3,3,0,1,53/54,5/8,913/432,False,False,False
4,2/3,2/3,3,1,0,80/81,2/3,437/216,True,False,True
4,2/3,2/3,4,0,0,80/81,2/3,437/216,True,False,True
4,2/3,3/4,0,0,4,4511/5184,13/24,437/216,False,False,False
4,2/3,3/4,0,1,3,739/864,19/32,1709/864,False,False,False
4,2/3,3/4,0,2,2,119/144,31/48,253/144,False,False,False
4,2/3,3/4,0,3,1,19/24,67/96,35/24,False,False,False
4,2/3,3/4,0,4,0,3/4,3/4,1,False,False,False
4,2/3,3/4,1,0,3,2443/2592,55/96,3613/1728,False,False,False
4,2/3,3/4,1,1,2,407/432,5/8,443/216,False,False,False
4,2/3,3/4,1,2,1,67/72,65/96,131/72,False,False,False
4,2/3,3/4,1,3,0,11/12,35/48,35/24,False,False,False
4,2/3,3/4,2,0,2,1259/1296,29/48,3643/1728,False,False,False
4,2/3,3/4,2,1,1,211/216,21/32,443/216,False,False,False
4,2/3,3/4,2,2,0,35/36,17/24,253/144,False,False,False
4,2/3,3/4,3,0,1,637/648,61/96,3613/1728,False,False,False
4,2/3,3/4,3,1,0,107/108,11/16,1709/864,True,True,True
4,2/3,3/4,4,0,0,80/81,2/3,437/216,False,False,False
4,2/3,5/6,0,0,4,2357/2592,7/12,437/216,False,False,False
4,2/3,5/6,0,1,3,1171/1296,31/48,835/432,False,False,False
4,2/3,5/6,0,2,2,191/216,17/24,41/24,False,False,False
4,2/3,5/6,0,3,1,31/36,37/48,17/12,False,False,False
4,2/3,5/6,0,4,0,5/6,5/6,1,False,False,False
4,2/3,5/6,1,0,3,1241/1296,29/48,1787/864,False,False,False
4,2/3,5/6,1,1,2,623/648,2/3,107/54,False,False,False
4,2/3,5/6,1,2,1,103/108,35/48,7/4,False,False,False
4,2/3,5/6,1,3,0,17/18,19/24,17/12,True,True,False
4,2/3,5/6,2,0,2,211/216,5/8,599/288,False,False,False
4,2/3,5/6,2,1,1,319/324,11/16,107/54,False,False,False
4,2/3,5/6,2,2,0,53/54,3/4,41/24,False,False,False
4,2/3,5/6,3,0,1,319/324,31/48,1787/864,False,False,False
4,2/3,5/6,3,1,0,161/162,17/24,835/432,False,False,True
4,2/3,5/6,4,0,0,80/81,2/3,437/216,False,False,False
4,3/4,1/3,0,0,4,1245/2048,1/3,3735/2048,False,False,False
4,3/4,1/3,0,1,3,425/768,1/3,805/384,False,False,False
4,3/4,1/3,0,2,2,47/96,1/3,31/16,False,False,False
4,3/4,1/3,0,3,1,5/12,1/3,5/3,False,False,False
4,3/4,1/3,0,4,0,1/3,1/3,1,False,False,False
4,3/4,1/3,1,0,3,2725/3072,7/16,805/384,False,False,False
4,3/4,1/3,1,1,2,335/384,7/16,1835/768,False,False,False
4,3/4,1/3,1,2,1,41/48,7/16,211/96,False,False,False
4,3/4,1/3,1,3,0,5/6,7/16,5/3,False,False,False
4,3/4,1/3,2,0,2,495/512,13/24,2205/1024,False,False,False
4,3/4,1/3,2,1,1,185/192,13/24,1835/768,False,False,False
4,3/4,1/3,2,2,0,23/24,13/24,31/16,False,False,False
4,3/4,1/3,3,0,1,95/96,31/48,805/384,False,False,False
4,3/4,1/3,3,1,0,95/96,31/48,805/384,False,False,False
4,3/4,1/3,4,0,0,255/256,3/4,3735/2048,True,True,True
4,3/4,1/2,0,0,4,5775/8192,7/16,3735/2048,False,False,False
4,3/4,1/2,0,1,3,681/1024,29/64,2035/1024,False,False,False
4,3/4,1/2,0,2,2,79/128,15/32,233/128,False,False,False
4,3/4,1/2,0,3,1,9/16,31/64,25/16,False,False,False
4,3/4,1/2,0,4,0,1/2,1/2,1,False,False,False
4,3/4,1/2,1,0,3,3745/4096,33/64,16615/8192,False,False,False
4,3/4,1/2,1,1,2,463/512,17/32,565/256,False,False,False
4,3/4,1/2,1,2,1,57/64,35/64,129/64,False,False,False
4,3/4,1/2,1,3,0,7/8,9/16,25/16,False,False,False
4,3/4,1/2,2,0,2,1995/2048,19/32,16965/8192,False,False,False
4,3/4,1/2,2,1,1,249/256,39/64,565/256,False,False,False
4,3/4,1/2,2,2,0,31/32,5/8,233/128,False,False,False
4,3/4,1/2,3,0,1,1015/1024,43/64,16615/8192,False,False,False
4,3/4,1/2,3,1,0,127/128,11/16,2035/1024,False,False,False
4,3/4,1/2,4,0,0,255/256,3/4,3735/2048,True,True,True
4,3/4,2/3,0,0,4,3285/4096,13/24,3735/2048,False,False,False
4,3/4,2/3,0,1,3,1193/1536,55/96,2885/1536,False,False,False
4,3/4,2/3,0,2,2,143/192,29/48,109/64,False,False,False
4,3/4,2/3,0,3,1,17/24,61/96,35/24,False,False,False
4,3/4,2/3,0,4,0,2/3,2/3,1,False,False,False
4,3/4,2/3,1,0,3,5785/6144,19/32,24085/12288,False,False,False
4,3/4,2/3,1,1,2,719/768,5/8,1555/768,False,False,False
4,3/4,2/3,1,2,1,89/96,21/32,11/6,False,False,False
4,3/4,2/3,1,3,0,11/12,11/16,35/24,False,False,False
4,3/4,2/3,2,0,2,1005/1024,31/48,8145/4096,False,False,False
4,3/4,2/3,2,1,1,377/384,65/96,1555/768,False,False,False
4,3/4,2/3,2,2,0,47/48,17/24,109/64,False,False,False
4,3/4,2/3,3,0,1,1525/1536,67/96,24085/12288,False,False,False
4,3/4,2/3,3,1,0,191/192,35/48,2885/1536,False,False,False
4,3/4,2/3,4,0,0,255/256,3/4,3735/2048,True,True,True
4,3/4,3/4,0,0,4,13935/16384,19/32,3735/2048,False,False,False
4,3/4,3/4,0,1,3,1705/2048,81/128,3735/2048,False,False,False
4,3/4,3/4,0,2,2,207/256,43/64,421/256,False,False,False
4,3/4,3/4,0,3,1,25/32,91/128,45/32,False,False,False
4,3/4,3/4,0,4,0,3/4,3/4,1,False,False,False
4,3/4,3/4,1,0,3,7825/8192,81/128,31555/16384,False,False,False
4,3/4,3/4,1,1,2,975/1024,43/64,495/256,False,False,False
4,3/4,3/4,1,2,1,121/128,91/128,223/128,False,False,False
4,3/4,3/4,1,3,0,15/16,3/4,45/32,False,False,False
4,3/4,3/4,2,0,2,4035/4096,43/64,31905/16384,False,False,False
4,3/4,3/4,2,1,1,505/512,91/128,495/256,False,False,False
4,3/4,3/4,2,2,0,63/64,3/4,421/256,False,False,False
4,3/4,3/4,3,0,1,2035/2048,91/128,31555/16384,False,False,False
4,3/4,3/4,3,1,0,255/256,3/4,3735/2048,True,False,True
4,3/4,3/4,4,0,0,255/256,3/4,3735/2048,True,False,True
4,3/4,5/6,0,0,4,7365/8192,31/48,3735/2048,False,False,False
4,3/4,5/6,0,1,3,2729/3072,133/192,5435/3072,False,False,False
4,3/4,5/6,0,2,2,335/384,71/96,203/128,False,False,False
4,3/4,5/6,0,3,1,41/48,151/192,65/48,False,False,False
4,3/4,5/6,0,4,0,5/6,5/6,1,False,False,False
4,3/4,5/6,1,0,3,11905/12288,43/64,46495/24576,False,False,False
4,3/4,5/6,1,1,2,1487/1536,23/32,1415/768,False,False,False
4,3/4,5/6,1,2,1,185/192,49/64,317/192,False,False,False
4,3/4,5/6,1,3,0,23/24,13/16,65/48,False,False,False
4,3/4,5/6,2,0,2,2025/2048,67/96,15615/8192,False,False,False
4,3/4,5/6,2,1,1,761/768,143/192,1415/768,False,False,False
4,3/4,5/6,2,2,0,95/96,19/24,203/128,True,True,False
4,3/4,5/6,3,0,1,3055/3072,139/192,46495/24576,False,False,False
4,3/4,5/6,3,1,0,383/384,37/48,5435/3072,False,False,True
4,3/4,5/6,4,0,0,255/256,3/4,3735/2048,False,False,False
4,5/6,1/3,0,0,4,5485/10368,1/3,5485/3456,False,False,False
4,5/6,1/3,0,1,3,1261/2592,1/3,851/432,False,False,False
4,5/6,1/3,0,2,2,95/216,1/3,67/36,False,False,False
4,5/6,1/3,0,3,1,7/18,1/3,5/3,False,False,False
4,5/6,1/3,0,4,0,1/3,1/3,1,False,False,False
4,5/6,1/3,1,0,3,4739/5184,11/24,851/432,False,False,False
4,5/6,1/3,1,1,2,1175/1296,11/24,2053/864,False,False,False
4,5/6,1/3,1,2,1,97/108,11/24,161/72,False,False,False
4,5/6,1/3,1,3,0,8/9,11/24,5/3,False,False,False
4,5/6,1/3,2,0,2,2551/2592,7/12,3503/1728,False,False,False
4,5/6,1/3,2,1,1,637/648,7/12,2053/864,False,False,False
4,5/6,1/3,2,2,0,53/54,7/12,67/36,False,False,False
4,5/6,1/3,3,0,1,323/324,17/24,851/432,False,False,False
4,5/6,1/3,3,1,0,323/324,17/24,851/432,False,False,False
4,5/6,1/3,4,0,0,1295/1296,5/6,5485/3456,True,True,True
4,5/6,1/2,0,0,4,26815/41472,11/24,5485/3456,False,False,False
4,5/6,1/2,0,1,3,2125/3456,15/32,6367/3456,False,False,False
4,5/6,1/2,0,2,2,167/288,23/48,497/288,False,False,False
4,5/6,1/2,0,3,1,13/24,47/96,37/24,False,False,False
4,5/6,1/2,0,4,0,1/2,1/2,1,False,False,False
4,5/6,1/2,1,0,3,19397/20736,53/96,25909/13824,False,False,False
4,5/6,1/2,1,1,2,1607/1728,9/16,1855/864,False,False,False
4,5/6,1/2,1,2,1,133/144,55/96,289/144,False,False,False
4,5/6,1/2,1,3,0,11/12,7/12,37/24,False,False,False
4,5/6,1/2,2,0,2,10243/10368,31/48,26503/13824,False,False,False
4,5/6,1/2,2,1,1,853/864,21/32,1855/864,False,False,False
4,5/6,1/2,2,2,0,71/72,2/3,497/288,False,False,False
4,5/6,1/2,3,0,1,5171/5184,71/96,25909/13824,False,False,False
4,5/6,1/2,3,1,0,431/432,3/4,6367/3456,False,False,False
4,5/6,1/2,4,0,0,1295/1296,5/6,5485/3456,True,True,True
4,5/6,2/3,0,0,4,15845/20736,7/12,5485/3456,False,False,False
4,5/6,2/3,0,1,3,3853/5184,29/48,2963/1728,False,False,False
4,5/6,2/3,0,2,2,311/432,5/8,229/144,False,False,False
4,5/6,2/3,0,3,1,25/36,31/48,17/12,False,False,False
4,5/6,2/3,0,4,0,2/3,2/3,1,False,False,False
4,5/6,2/3,1,0,3,9919/10368,31/48,12293/6912,False,False,False
4,5/6,2/3,1,1,2,2471/2592,2/3,1657/864,False,False,False
4,5/6,2/3,1,2,1,205/216,11/16,16/9,False,False,False
4,5/6,2/3,1,3,0,17/18,17/24,17/12,False,False,False
4,5/6,2/3,2,0,2,5141/5184,17/24,12491/6912,False,False,False
4,5/6,2/3,2,1,1,1285/1296,35/48,1657/864,False,False,False
4,5/6,2/3,2,2,0,107/108,3/4,229/144,False,False,False
4,5/6,2/3,3,0,1,2587/2592,37/48,12293/6912,False,False,False
4,5/6,2/3,3,1,0,647/648,19/24,2963/1728,False,False,False
4,5/6,2/3,4,0,0,1295/1296,5/6,5485/3456,True,True,True
4,5/6,3/4,0,0,4,68255/82944,31/48,5485/3456,False,False,False
4,5/6,3/4,0,1,3,5581/6912,43/64,11411/6912,False,False,False
4,5/6,3/4,0,2,2,455/576,67/96,877/576,False,False,False
4,5/6,3/4,0,3,1,37/48,139/192,65/48,False,False,False
4,5/6,3/4,0,4,0,3/4,3/4,1,False,False,False
4,5/6,3/4,1,0,3,40117/41472,133/192,47849/27648,False,False,False
4,5/6,3/4,1,1,2,3335/3456,23/32,779/432,False,False,False
4,5/6,3/4,1,2,1,277/288,143/192,479/288,False,False,False
4,5/6,3/4,1,3,0,23/24,37/48,65/48,False,False,False
4,5/6,3/4,2,0,2,20603/20736,71/96,48443/27648,False,False,False
4,5/6,3/4,2,1,1,1717/1728,49/64,779/432,False,False,False
4,5/6,3/4,2,2,0,143/144,19/24,877/576,False,False,False
4,5/6,3/4,3,0,1,10351/10368,151/192,47849/27648,False,False,False
4,5/6,3/4,3,1,0,863/864,13/16,11411/6912,False,False,False
4,5/6,3/4,4,0,0,1295/1296,5/6,5485/3456,True,True,True
4,5/6,5/6,0,0,4,36565/41472,17/24,5485/3456,False,False,False
4,5/6,5/6,0,1,3,9037/10368,71/96,5485/3456,False,False,False
4,5/6,5/6,0,2,2,743/864,37/48,419/288,False,False,False
4,5/6,5/6,0,3,1,61/72,77/96,31/24,False,False,False
4,5/6,5/6,0,4,0,5/6,5/6,1,False,False,False
4,5/6,5/6,1,0,3,20279/20736,71/96,23263/13824,False,False,False
4,5/6,5/6,1,1,2,5063/5184,37/48,1459/864,False,False,False
4,5/6,5/6,1,2,1,421/432,77/96,223/144,False,False,False
4,5/6,5/6,1,3,0,35/36,5/6,31/24,False,False,False
4,5/6,5/6,2,0,2,10321/10368,37/48,23461/13824,False,False,False
4,5/6,5/6,2,1,1,2581/2592,77/96,1459/864,False,False,False
4,5/6,5/6,2,2,0,215/216,5/6,419/288,False,False,False
4,5/6,5/6,3,0,1,5177/5184,77/96,23263/13824,False,False,False
4,5/6,5/6,3,1,0,1295/1296,5/6,5485/3456,True,False,True
4,5/6,5/6,4,0,0,1295/1296,5/6,5485/3456,True,False,True
